4640000,301,ENGLISH CORE,094,A1,false
4640000,041,MATHEMATICS,053,C1,false
4640000,042,PHYSICS,086,A1,false
4640000,043,CHEMISTRY,086,A2,false
4640000,044,BIOLOGY,085,B1,false
4640000,500,WORK EXPERIENCE,---,A1,false
4640000,502,PHY & HEALTH EDUCA,---,A1,false
4640000,503,GENERAL STUDIES,---,A1,false
4640000,"",Result: PASS,"","",false
4640001,301,ENGLISH CORE,087,A2,false
4640001,041,MATHEMATICS,035,D2,false
4640001,042,PHYSICS,073,B1,false
4640001,043,CHEMISTRY,055,D1,false
4640001,083,COMPUTER SCIENCE,077,B2,false
4640001,500,WORK EXPERIENCE,---,A1,false
4640001,502,PHY & HEALTH EDUCA,---,A1,false
4640001,503,GENERAL STUDIES,---,A2,false
4640001,"",Result: PASS,"","",false
4640002,301,ENGLISH CORE,087,A2,false
4640002,041,MATHEMATICS,046,C2,false
4640002,042,PHYSICS,067,B2,false
4640002,043,CHEMISTRY,060,C2,false
4640002,044,BIOLOGY,074,B2,false
4640002,500,WORK EXPERIENCE,---,A1,false
4640002,502,PHY & HEALTH EDUCA,---,A1,false
4640002,503,GENERAL STUDIES,---,A2,false
4640002,"",Result: PASS,"","",false
4640003,301,ENGLISH CORE,089,A2,false
4640003,041,MATHEMATICS,044,C2,false
4640003,042,PHYSICS,062,C1,false
4640003,043,CHEMISTRY,066,C1,false
4640003,044,BIOLOGY,080,B1,false
4640003,500,WORK EXPERIENCE,---,A1,false
4640003,502,PHY & HEALTH EDUCA,---,A1,false
4640003,503,GENERAL STUDIES,---,A1,false
4640003,"",Result: PASS,"","",false
4640004,301,ENGLISH CORE,081,B1,false
4640004,041,MATHEMATICS,051,C1,false
4640004,042,PHYSICS,071,B1,false
4640004,043,CHEMISTRY,065,C1,false
4640004,083,COMPUTER SCIENCE,080,B2,false
4640004,500,WORK EXPERIENCE,---,A1,false
4640004,502,PHY & HEALTH EDUCA,---,A1,false
4640004,503,GENERAL STUDIES,---,A1,false
4640004,"",Result: PASS,"","",false
4640005,301,ENGLISH CORE,095,A1,false
4640005,041,MATHEMATICS,068,B1,false
4640005,042,PHYSICS,086,A1,false
4640005,043,CHEMISTRY,080,B1,false
4640005,083,COMPUTER SCIENCE,082,B1,false
4640005,500,WORK EXPERIENCE,---,A1,false
4640005,502,PHY & HEALTH EDUCA,---,A1,false
4640005,503,GENERAL STUDIES,---,A1,false
4640005,"",Result: PASS,"","",false
4640006,301,ENGLISH CORE,091,A1,false
4640006,030,ECONOMICS,086,A1,false
4640006,054,BUSINESS STUDIES,093,A1,false
4640006,055,ACCOUNTANCY,095,A1,false
4640006,083,COMPUTER SCIENCE,091,A2,false
4640006,500,WORK EXPERIENCE,---,A1,false
4640006,502,PHY & HEALTH EDUCA,---,A1,false
4640006,503,GENERAL STUDIES,---,A1,false
4640006,"",Result: PASS,"","",false
4640007,301,ENGLISH CORE,077,B1,false
4640007,030,ECONOMICS,057,B2,false
4640007,054,BUSINESS STUDIES,068,B2,false
4640007,055,ACCOUNTANCY,089,A1,false
4640007,083,COMPUTER SCIENCE,080,B2,false
4640007,500,WORK EXPERIENCE,---,A1,false
4640007,502,PHY & HEALTH EDUCA,---,A1,false
4640007,503,GENERAL STUDIES,---,A2,false
4640007,"",Result: PASS,"","",false
4640008,301,ENGLISH CORE,082,B1,false
4640008,030,ECONOMICS,053,C1,false
4640008,054,BUSINESS STUDIES,067,B2,false
4640008,055,ACCOUNTANCY,086,A2,false
4640008,083,COMPUTER SCIENCE,082,B1,false
4640008,500,WORK EXPERIENCE,---,A1,false
4640008,502,PHY & HEALTH EDUCA,---,A1,false
4640008,503,GENERAL STUDIES,---,A2,false
4640008,"",Result: PASS,"","",false
4640009,301,ENGLISH CORE,085,A2,false
4640009,030,ECONOMICS,057,B2,false
4640009,054,BUSINESS STUDIES,062,C1,false
4640009,055,ACCOUNTANCY,094,A1,false
4640009,083,COMPUTER SCIENCE,074,C1,false
4640009,500,WORK EXPERIENCE,---,A1,false
4640009,502,PHY & HEALTH EDUCA,---,A1,false
4640009,503,GENERAL STUDIES,---,A2,false
4640009,"",Result: PASS,"","",false
4640010,301,ENGLISH CORE,085,A2,false
4640010,041,MATHEMATICS,033,D2,false
4640010,042,PHYSICS,058,C2,false
4640010,043,CHEMISTRY,055,D1,false
4640010,083,COMPUTER SCIENCE,068,C2,false
4640010,500,WORK EXPERIENCE,---,A1,false
4640010,502,PHY & HEALTH EDUCA,---,A1,false
4640010,503,GENERAL STUDIES,---,B1,false
4640010,"",Result: PASS,"","",false
4640011,301,ENGLISH CORE,059,C2,false
4640011,053,FASHION STUDIES,069,C2,false
4640011,054,BUSINESS STUDIES,053,C2,false
4640011,055,ACCOUNTANCY,085,A2,false
4640011,066,ENTREPRENEURSHIP,052,D2,false
4640011,500,WORK EXPERIENCE,---,A1,false
4640011,502,PHY & HEALTH EDUCA,---,A2,false
4640011,503,GENERAL STUDIES,---,B1,false
4640011,"",Result: PASS,"","",false
4640012,301,ENGLISH CORE,083,A2,false
4640012,042,PHYSICS,069,B2,false
4640012,043,CHEMISTRY,068,C1,false
4640012,044,BIOLOGY,080,B1,false
4640012,053,FASHION STUDIES,087,B1,false
4640012,500,WORK EXPERIENCE,---,A1,false
4640012,502,PHY & HEALTH EDUCA,---,A2,false
4640012,503,GENERAL STUDIES,---,A1,false
4640012,"",Result: PASS,"","",false
4640013,301,ENGLISH CORE,095,A1,false
4640013,042,PHYSICS,095,A1,false
4640013,043,CHEMISTRY,092,A1,false
4640013,044,BIOLOGY,095,A1,false
4640013,053,FASHION STUDIES,100,A1,false
4640013,500,WORK EXPERIENCE,---,A1,false
4640013,502,PHY & HEALTH EDUCA,---,A2,false
4640013,503,GENERAL STUDIES,---,A1,false
4640013,"",Result: PASS,"","",false
4640014,301,ENGLISH CORE,094,A1,false
4640014,054,BUSINESS STUDIES,095,A1,false
4640014,055,ACCOUNTANCY,095,A1,false
4640014,065,INFORMATICS PRAC.,093,A2,false
4640014,066,ENTREPRENEURSHIP,089,A2,false
4640014,500,WORK EXPERIENCE,---,B1,false
4640014,502,PHY & HEALTH EDUCA,---,A1,false
4640014,503,GENERAL STUDIES,---,A2,false
4640014,"",Result: PASS,"","",false
4640015,301,ENGLISH CORE,095,A1,false
4640015,042,PHYSICS,084,A2,false
4640015,043,CHEMISTRY,089,A2,false
4640015,044,BIOLOGY,095,A1,false
4640015,053,FASHION STUDIES,099,A1,false
4640015,500,WORK EXPERIENCE,---,A1,false
4640015,502,PHY & HEALTH EDUCA,---,A2,false
4640015,503,GENERAL STUDIES,---,A1,false
4640015,"",Result: PASS,"","",false
4640016,301,ENGLISH CORE,090,A1,false
