9607000,301,ENGLISH CORE,043,D1
9607000,002,HINDI ELECTIVE,058,B2
9607000,027,HISTORY,052,B2
9607000,028,POLITICAL SCIENCE,062,B1
9607000,030,ECONOMICS,039,D1
9607000,500,WORK EXPERIENCE,---,B2
9607000,502,PHY & HEALTH EDUCA,---,A2
9607000,503,GENERAL STUDIES,---,B2
9607000,Additional Subject
9607000,104,PUNJABI,075,B1
9607000,"",Result: PASS,"",""
9607002,301,ENGLISH CORE,036,D2
9607002,002,HINDI ELECTIVE,054,C1
9607002,027,HISTORY,036,D2
9607002,028,POLITICAL SCIENCE,033,D2
9607002,030,ECONOMICS,007F,E
9607002,500,WORK EXPERIENCE,---,A2
9607002,502,PHY & HEALTH EDUCA,---,C1
9607002,503,GENERAL STUDIES,---,B2
9607002,Additional Subject
9607002,104,PUNJABI,060,C2
9607002,"",Result: COMP,"",""
9607003,301,ENGLISH CORE,064,C1
9607003,002,HINDI ELECTIVE,058,B2
9607003,027,HISTORY,065,A2
9607003,028,POLITICAL SCIENCE,064,B1
9607003,030,ECONOMICS,033,D2
9607003,500,WORK EXPERIENCE,---,B1
9607003,502,PHY & HEALTH EDUCA,---,B2
9607003,503,GENERAL STUDIES,---,B2
9607003,Additional Subject
9607003,104,PUNJABI,070,B2
9607003,"",Result: PASS,"",""
9607004,301,ENGLISH CORE,063,C1
9607004,002,HINDI ELECTIVE,060,B2
9607004,027,HISTORY,046,C1
9607004,028,POLITICAL SCIENCE,066,B1
9607004,030,ECONOMICS,033,D2
9607004,500,WORK EXPERIENCE,---,B2
9607004,502,PHY & HEALTH EDUCA,---,C2
9607004,503,GENERAL STUDIES,---,B1
9607004,Additional Subject
9607004,104,PUNJABI,075,B1
9607004,"",Result: PASS,"",""
9607005,301,ENGLISH CORE,033,D2
9607005,002,HINDI ELECTIVE,063,B1
9607005,027,HISTORY,039,D1
9607005,028,POLITICAL SCIENCE,034,D1
9607005,030,ECONOMICS,033,D2
9607005,500,WORK EXPERIENCE,---,B2
9607005,502,PHY & HEALTH EDUCA,---,C1
9607005,503,GENERAL STUDIES,---,C2
9607005,Additional Subject
9607005,104,PUNJABI,044,D2
9607005,"",Result: PASS,"",""
9607006,301,ENGLISH CORE,043,D1
9607006,002,HINDI ELECTIVE,055,C1
9607006,027,HISTORY,064,A2
9607006,028,POLITICAL SCIENCE,044,C2
9607006,030,ECONOMICS,033,D2
9607006,500,WORK EXPERIENCE,---,B1
9607006,502,PHY & HEALTH EDUCA,---,A1
9607006,503,GENERAL STUDIES,---,B2
9607006,Additional Subject
9607006,104,PUNJABI,088,A1
9607006,"",Result: PASS,"",""
9607007,301,ENGLISH CORE,053,C2
9607007,002,HINDI ELECTIVE,063,B1
9607007,027,HISTORY,040,D1
9607007,028,POLITICAL SCIENCE,052,B2
9607007,030,ECONOMICS,033,D2
9607007,500,WORK EXPERIENCE,---,B1
9607007,502,PHY & HEALTH EDUCA,---,A1
9607007,503,GENERAL STUDIES,---,B2
9607007,Additional Subject
9607007,104,PUNJABI,075,B1
9607007,"",Result: PASS,"",""
9607008,301,ENGLISH CORE,033,D2
9607008,002,HINDI ELECTIVE,069,A2
9607008,027,HISTORY,075,A1
9607008,028,POLITICAL SCIENCE,081,A1
9607008,030,ECONOMICS,039,D1
9607008,500,WORK EXPERIENCE,---,A1
9607008,502,PHY & HEALTH EDUCA,---,B2
9607008,503,GENERAL STUDIES,---,A1
9607008,Additional Subject
9607008,104,PUNJABI,086,A1
9607008,"",Result: PASS,"",""
9607009,301,ENGLISH CORE,059,C2
9607009,002,HINDI ELECTIVE,071,A2
9607009,027,HISTORY,064,A2
9607009,028,POLITICAL SCIENCE,076,A2
9607009,030,ECONOMICS,033,D2
9607009,500,WORK EXPERIENCE,---,B1
9607009,502,PHY & HEALTH EDUCA,---,A1
9607009,503,GENERAL STUDIES,---,B2
9607009,Additional Subject
9607009,104,PUNJABI,076,B1
9607009,"",Result: PASS,"",""
9607010,301,ENGLISH CORE,020F,E
9607010,002,HINDI ELECTIVE,056,C1
9607010,027,HISTORY,022F,E
9607010,028,POLITICAL SCIENCE,015F,E
9607010,030,ECONOMICS,021F,E
9607010,500,WORK EXPERIENCE,---,B2
9607010,502,PHY & HEALTH EDUCA,---,A1
9607010,503,GENERAL STUDIES,---,C1
9607010,Additional Subject
9607010,104,PUNJABI,068,B2
9607010,"",Result: FAIL,"",""
9607011,002,HINDI ELECTIVE,033,D2
9607011,027,HISTORY,037,D2
9607011,028,POLITICAL SCIENCE,034,D1
9607011,030,ECONOMICS,033,D2
9607011,104,PUNJABI,056,C2
9607011,500,WORK EXPERIENCE,---,A1
9607011,502,PHY & HEALTH EDUCA,---,C2
9607011,503,GENERAL STUDIES,---,B1
9607011,Additional Subject
9607011,301,ENGLISH CORE,015 F,E
9607011,"",Result: PASS,"",""
9607012,301,ENGLISH CORE,033,D2
9607012,002,HINDI ELECTIVE,046,D1
9607012,027,HISTORY,056,B1
9607012,028,POLITICAL SCIENCE,065,B1
9607012,030,ECONOMICS,033,D2
9607012,500,WORK EXPERIENCE,---,C1
9607012,502,PHY & HEALTH EDUCA,---,C1
9607012,503,GENERAL STUDIES,---,C2
9607012,Additional Subject
9607012,104,PUNJABI,067,B2
9607012,"",Result: PASS,"",""
9607013,301,ENGLISH CORE,053,C2
9607013,002,HINDI ELECTIVE,064,B1
9607013,027,HISTORY,061,A2
9607013,028,POLITICAL SCIENCE,064,B1
9607013,030,ECONOMICS,045,C2
9607013,500,WORK EXPERIENCE,---,B2
9607013,502,PHY & HEALTH EDUCA,---,B1
9607013,503,GENERAL STUDIES,---,B2
9607013,Additional Subject
9607013,104,PUNJABI,078,A2
9607013,"",Result: PASS,"",""
9607014,002,HINDI ELECTIVE,065,B1
9607014,027,HISTORY,041,D1
9607014,028,POLITICAL SCIENCE,033,D2
9607014,030,ECONOMICS,043,C2
9607014,104,PUNJABI,055,C2
9607014,500,WORK EXPERIENCE,---,B2
9607014,502,PHY & HEALTH EDUCA,---,A1
9607014,503,GENERAL STUDIES,---,B1
9607014,Additional Subject
9607014,301,ENGLISH CORE,014 F,E
9607014,"",Result: PASS,"",""
9607015,301,ENGLISH CORE,050,D1
9607015,002,HINDI ELECTIVE,060,B2
9607015,027,HISTORY,049,C1
9607015,028,POLITICAL SCIENCE,054,B2
9607015,030,ECONOMICS,044,C2
9607015,500,WORK EXPERIENCE,---,A2
9607015,502,PHY & HEALTH EDUCA,---,A2
9607015,503,GENERAL STUDIES,---,A2
9607015,Additional Subject
9607015,104,PUNJABI,072,B2
9607015,"",Result: PASS,"",""
9607016,301,ENGLISH CORE,068,C1
9607016,002,HINDI ELECTIVE,070,A2
9607016,027,HISTORY,050,B2
9607016,028,POLITICAL SCIENCE,092,A1
9607016,030,ECONOMICS,069,B1
9607016,500,WORK EXPERIENCE,---,A2
9607016,502,PHY & HEALTH EDUCA,---,C1
9607016,503,GENERAL STUDIES,---,B2
9607016,Additional Subject
9607016,104,PUNJABI,063,C1
9607016,"",Result: PASS,"",""
9607017,301,ENGLISH CORE,033,D2
9607017,002,HINDI ELECTIVE,054,C1
9607017,027,HISTORY,040,D1
9607017,028,POLITICAL SCIENCE,038,D1
9607017,030,ECONOMICS,008F,E
9607017,500,WORK EXPERIENCE,---,B2
9607017,502,PHY & HEALTH EDUCA,---,C2
9607017,503,GENERAL STUDIES,---,B2
9607017,Additional Subject
9607017,104,PUNJABI,043,D2
9607017,"",Result: COMP,"",""
9607018,301,ENGLISH CORE,044,D1
9607018,002,HINDI ELECTIVE,047,C2
9607018,027,HISTORY,044,C2
9607018,028,POLITICAL SCIENCE,064,B1
9607018,030,ECONOMICS,044,C2
9607018,500,WORK EXPERIENCE,---,B1
9607018,502,PHY & HEALTH EDUCA,---,C2
9607018,503,GENERAL STUDIES,---,B2
9607018,Additional Subject
9607018,104,PUNJABI,043,D2
9607018,"",Result: PASS,"",""
9607019,301,ENGLISH CORE,050,D1
9607019,002,HINDI ELECTIVE,066,B1
9607019,027,HISTORY,043,C2
9607019,028,POLITICAL SCIENCE,034,D1
9607019,030,ECONOMICS,033,D2
9607019,500,WORK EXPERIENCE,---,A1
9607019,502,PHY & HEALTH EDUCA,---,A2
9607019,503,GENERAL STUDIES,---,B1
9607019,Additional Subject
9607019,104,PUNJABI,058,C2
9607019,"",Result: PASS,"",""
9607020,301,ENGLISH CORE,052,C2
9607020,002,HINDI ELECTIVE,045,D1
9607020,027,HISTORY,041,D1
9607020,028,POLITICAL SCIENCE,033,D2
9607020,030,ECONOMICS,010F,E
9607020,500,WORK EXPERIENCE,---,C1
9607020,502,PHY & HEALTH EDUCA,---,C2
9607020,503,GENERAL STUDIES,---,C1
9607020,Additional Subject
9607020,104,PUNJABI,054,C2
9607020,"",Result: COMP,"",""
9607021,301,ENGLISH CORE,062,C1
9607021,002,HINDI ELECTIVE,056,C1
9607021,027,HISTORY,036,D2
9607021,028,POLITICAL SCIENCE,057,B2
9607021,030,ECONOMICS,015F,E
9607021,500,WORK EXPERIENCE,---,D1
9607021,502,PHY & HEALTH EDUCA,---,A2
9607021,503,GENERAL STUDIES,---,D1
9607021,Additional Subject
9607021,104,PUNJABI,039,D2
9607021,"",Result: COMP,"",""
9607022,301,ENGLISH CORE,078,B1
9607022,030,ECONOMICS,083,A2
9607022,041,MATHEMATICS,073,B1
9607022,054,BUSINESS STUDIES,084,A2
9607022,055,ACCOUNTANCY,084,A2
9607022,500,WORK EXPERIENCE,---,A1
9607022,502,PHY & HEALTH EDUCA,---,A2
9607022,503,GENERAL STUDIES,---,A1
9607022,Additional Subject
9607022,048,PHYSICAL EDUCATION,078,B1
9607022,"",Result: PASS,"",""
9607023,301,ENGLISH CORE,061,C1
9607023,030,ECONOMICS,033,D2
9607023,048,PHYSICAL EDUCATION,062,C2
9607023,054,BUSINESS STUDIES,044,D2
9607023,055,ACCOUNTANCY,042,D2
9607023,500,WORK EXPERIENCE,---,C2
9607023,502,PHY & HEALTH EDUCA,---,D1
9607023,503,GENERAL STUDIES,---,B1
9607023,Additional Subject
9607023,041,MATHEMATICS,016 F,E
9607023,"",Result: PASS,"",""
9607024,301,ENGLISH CORE,070,B2
9607024,030,ECONOMICS,033,D2
9607024,048,PHYSICAL EDUCATION,062,C2
9607024,054,BUSINESS STUDIES,056,C2
9607024,055,ACCOUNTANCY,052,C2
9607024,500,WORK EXPERIENCE,---,B2
9607024,502,PHY & HEALTH EDUCA,---,C1
9607024,503,GENERAL STUDIES,---,A2
9607024,Additional Subject
9607024,041,MATHEMATICS,014 F,E
9607024,"",Result: PASS,"",""
9607025,301,ENGLISH CORE,066,C1
9607025,002,HINDI ELECTIVE,067,B1
9607025,030,ECONOMICS,061,B2
9607025,054,BUSINESS STUDIES,080,B1
9607025,055,ACCOUNTANCY,054,C2
9607025,500,WORK EXPERIENCE,---,B1
9607025,502,PHY & HEALTH EDUCA,---,B2
9607025,503,GENERAL STUDIES,---,B2
9607025,Additional Subject
9607025,048,PHYSICAL EDUCATION,078,B1
9607025,"",Result: PASS,"",""
9607026,301,ENGLISH CORE,061,C1
9607026,030,ECONOMICS,058,B2
9607026,041,MATHEMATICS,045,C2
9607026,054,BUSINESS STUDIES,075,B1
9607026,055,ACCOUNTANCY,067,B2
9607026,500,WORK EXPERIENCE,---,B2
9607026,502,PHY & HEALTH EDUCA,---,D1
9607026,503,GENERAL STUDIES,---,C1
9607026,Additional Subject
9607026,048,PHYSICAL EDUCATION,080,B1
9607026,"",Result: PASS,"",""
9607027,301,ENGLISH CORE,085,A2
