7615000,301,ENGLISH CORE,045,D1,false
7615000,041,MATHEMATICS,012F,E,false
7615000,042,PHYSICS,042FT,E,false
7615000,043,CHEMISTRY,038FT,E,false
7615000,049,PAINTING,090,B1,false
7615000,500,WORK EXPERIENCE,---,A2,false
7615000,502,PHY & HEALTH EDUCA,---,A2,false
7615000,503,GENERAL STUDIES,---,B1,false
7615000,"",Result: FAIL,"","",false
7615001,301,ENGLISH CORE,063,C1,false
7615001,041,MATHEMATICS,010F,E,false
7615001,042,PHYSICS,036FT,E,false
7615001,043,CHEMISTRY,036FT,E,false
7615001,049,PAINTING,089,B1,false
7615001,500,WORK EXPERIENCE,---,A1,false
7615001,502,PHY & HEALTH EDUCA,---,A1,false
7615001,503,GENERAL STUDIES,---,B1,false
7615001,"",Result: FAIL,"","",false
7615002,301,ENGLISH CORE,047,D1,false
7615002,030,ECONOMICS,041,C2,false
7615002,049,PAINTING,089,B1,false
7615002,054,BUSINESS STUDIES,091,A2,false
7615002,055,ACCOUNTANCY,044,D2,false
7615002,500,WORK EXPERIENCE,---,A1,false
7615002,502,PHY & HEALTH EDUCA,---,A1,false
7615002,503,GENERAL STUDIES,---,A2,false
7615002,"",Result: PASS,"","",false
7615003,301,ENGLISH CORE,069,B2,false
7615003,041,MATHEMATICS,033,D2,false
7615003,042,PHYSICS,051,D2,false
7615003,043,CHEMISTRY,060,C2,false
7615003,049,PAINTING,092,A2,false
7615003,500,WORK EXPERIENCE,---,A2,false
7615003,502,PHY & HEALTH EDUCA,---,A2,false
7615003,503,GENERAL STUDIES,---,A1,false
7615003,"",Result: PASS,"","",false
7615004,301,ENGLISH CORE,076,B1,false
7615004,041,MATHEMATICS,012F,E,false
7615004,042,PHYSICS,033FT,E,false
7615004,043,CHEMISTRY,045FT,E,false
7615004,065,INFORMATICS PRAC.,041FT,E,false
7615004,500,WORK EXPERIENCE,---,B1,false
7615004,502,PHY & HEALTH EDUCA,---,A1,false
7615004,503,GENERAL STUDIES,---,A2,false
7615004,"",Result: FAIL,"","",false
7615005,301,ENGLISH CORE,040,D2,false
7615005,042,PHYSICS,051,D2,false
7615005,043,CHEMISTRY,036FT,E,false
7615005,044,BIOLOGY,077,B2,false
7615005,049,PAINTING,087,B2,false
7615005,500,WORK EXPERIENCE,---,A1,false
7615005,502,PHY & HEALTH EDUCA,---,A1,false
7615005,503,GENERAL STUDIES,---,A2,false
7615005,041,MATHEMATICS,006 F,E,true
7615005,"",Result: COMP,"","",true
7615006,301,ENGLISH CORE,"","",false
7615006,041,MATHEMATICS,"","",false
7615006,042,PHYSICS,"","",false
7615006,043,CHEMISTRY,"","",false
7615006,049,PAINTING,"","",false
7615006,500,WORK EXPERIENCE,---,"",false
7615006,502,PHY & HEALTH EDUCA,---,"",false
7615006,503,GENERAL STUDIES,---,"",false
7615006,"",Result: ABST,"","",false
7615007,301,ENGLISH CORE,072,B2,false
7615007,041,MATHEMATICS,006F,E,false
7615007,042,PHYSICS,030FT,E,false
7615007,043,CHEMISTRY,056,D1,false
7615007,049,PAINTING,088,B2,false
7615007,500,WORK EXPERIENCE,---,B1,false
7615007,502,PHY & HEALTH EDUCA,---,B1,false
7615007,503,GENERAL STUDIES,---,A1,false
7615007,"",Result: FAIL,"","",false
7615008,301,ENGLISH CORE,069,B2,false
7615008,041,MATHEMATICS,062,B2,false
7615008,042,PHYSICS,057,C2,false
7615008,043,CHEMISTRY,054,D1,false
7615008,049,PAINTING,096,A1,false
7615008,500,WORK EXPERIENCE,---,A1,false
7615008,502,PHY & HEALTH EDUCA,---,A1,false
7615008,503,GENERAL STUDIES,---,A2,false
7615008,"",Result: PASS,"","",false
7615009,301,ENGLISH CORE,024F,E,false
7615009,030,ECONOMICS,003F,E,false
7615009,049,PAINTING,071,D1,false
7615009,054,BUSINESS STUDIES,012FT,E,false
7615009,055,ACCOUNTANCY,019FT,E,false
7615009,500,WORK EXPERIENCE,---,A2,false
7615009,502,PHY & HEALTH EDUCA,---,A2,false
7615009,503,GENERAL STUDIES,---,A1,false
7615009,"",Result: FAIL,"","",false
7615010,301,ENGLISH CORE,067,C1,false
7615010,030,ECONOMICS,041,C2,false
7615010,049,PAINTING,085,B2,false
7615010,054,BUSINESS STUDIES,045,D1,false
7615010,055,ACCOUNTANCY,044,D2,false
7615010,500,WORK EXPERIENCE,---,B1,false
7615010,502,PHY & HEALTH EDUCA,---,A1,false
7615010,503,GENERAL STUDIES,---,A2,false
7615010,"",Result: PASS,"","",false
7615011,301,ENGLISH CORE,067,C1,false
7615011,030,ECONOMICS,033,D2,false
7615011,049,PAINTING,085,B2,false
7615011,054,BUSINESS STUDIES,079,B1,false
7615011,055,ACCOUNTANCY,061,C1,false
7615011,500,WORK EXPERIENCE,---,A1,false
7615011,502,PHY & HEALTH EDUCA,---,A1,false
7615011,503,GENERAL STUDIES,---,A2,false
7615011,"",Result: PASS,"","",false
7615012,301,ENGLISH CORE,068,C1,false
7615012,302,HINDI CORE,066,C1,false
7615012,041,MATHEMATICS,007F,E,false
7615012,042,PHYSICS,033FT,E,false
7615012,043,CHEMISTRY,046FT,E,false
7615012,500,WORK EXPERIENCE,---,A2,false
7615012,502,PHY & HEALTH EDUCA,---,A1,false
7615012,503,GENERAL STUDIES,---,A1,false
7615012,"",Result: FAIL,"","",false
7615013,301,ENGLISH CORE,072,B2,false
7615013,041,MATHEMATICS,014F,E,false
7615013,042,PHYSICS,051,D2,false
7615013,043,CHEMISTRY,055,D1,false
7615013,049,PAINTING,091,B1,false
7615013,500,WORK EXPERIENCE,---,A1,false
7615013,502,PHY & HEALTH EDUCA,---,A1,false
7615013,503,GENERAL STUDIES,---,A2,false
7615013,"",Result: COMP,"","",false
7615014,301,ENGLISH CORE,040,D2,false
7615014,042,PHYSICS,032FT,E,false
