7999001,301,ENGLISH CORE,"","",false
7999001,302,HINDI CORE,"","",false
7999001,030,ECONOMICS,"","",false
7999001,054,BUSINESS STUDIES,"","",false
7999001,055,ACCOUNTANCY,"","",false
7999001,500,WORK EXPERIENCE,---,"",false
7999001,502,PHY & HEALTH EDUCA,---,"",false
7999001,503,GENERAL STUDIES,---,"",false
7999001,"",Result: ABST,"","",false
