1621000,301,ENGLISH CORE,059,C2,false
1621000,302,HINDI CORE,070,B2,false
1621000,041,MATHEMATICS,092,A1,false
1621000,042,PHYSICS,062,C1,false
1621000,043,CHEMISTRY,062,C2,false
1621000,500,WORK EXPERIENCE,---,A1,false
1621000,502,PHY & HEALTH EDUCA,---,B1,false
1621000,503,GENERAL STUDIES,---,A1,false
1621000,"",Result: PASS,"","",false
1621001,301,ENGLISH CORE,045,D1,false
1621001,302,HINDI CORE,076,B1,false
1621001,041,MATHEMATICS,093,A1,false
1621001,042,PHYSICS,078,A2,false
1621001,043,CHEMISTRY,081,B1,false
1621001,500,WORK EXPERIENCE,---,B1,false
1621001,502,PHY & HEALTH EDUCA,---,B2,false
1621001,503,GENERAL STUDIES,---,A2,false
1621001,"",Result: PASS,"","",false
1621002,301,ENGLISH CORE,054,C2,false
1621002,302,HINDI CORE,063,C2,false
1621002,041,MATHEMATICS,060,B2,false
1621002,042,PHYSICS,064,B2,false
1621002,043,CHEMISTRY,063,C2,false
1621002,500,WORK EXPERIENCE,---,A1,false
1621002,502,PHY & HEALTH EDUCA,---,A1,false
1621002,503,GENERAL STUDIES,---,A1,false
1621002,"",Result: PASS,"","",false
1621003,301,ENGLISH CORE,077,B1,false
1621003,302,HINDI CORE,072,B2,false
1621003,041,MATHEMATICS,062,B2,false
1621003,042,PHYSICS,088,A1,false
1621003,043,CHEMISTRY,064,C2,false
1621003,500,WORK EXPERIENCE,---,A2,false
1621003,502,PHY & HEALTH EDUCA,---,B2,false
1621003,503,GENERAL STUDIES,---,B1,false
1621003,"",Result: PASS,"","",false
1621004,301,ENGLISH CORE,068,C1,false
1621004,302,HINDI CORE,083,A2,false
1621004,041,MATHEMATICS,061,B2,false
1621004,042,PHYSICS,058,C2,false
1621004,043,CHEMISTRY,065,C1,false
1621004,500,WORK EXPERIENCE,---,B2,false
1621004,502,PHY & HEALTH EDUCA,---,B2,false
1621004,503,GENERAL STUDIES,---,B2,false
1621004,"",Result: PASS,"","",false
1621005,301,ENGLISH CORE,077,B1,false
1621005,302,HINDI CORE,071,B2,false
1621005,041,MATHEMATICS,083,A2,false
1621005,042,PHYSICS,060,C1,false
1621005,043,CHEMISTRY,058,D1,false
1621005,500,WORK EXPERIENCE,---,B1,false
1621005,502,PHY & HEALTH EDUCA,---,A2,false
1621005,503,GENERAL STUDIES,---,B1,false
1621005,"",Result: PASS,"","",false
1621006,301,ENGLISH CORE,064,C1,false
1621006,302,HINDI CORE,069,C1,false
1621006,041,MATHEMATICS,070,B1,false
1621006,042,PHYSICS,075,B1,false
1621006,043,CHEMISTRY,059,C2,false
1621006,500,WORK EXPERIENCE,---,A2,false
1621006,502,PHY & HEALTH EDUCA,---,A2,false
