1641001,301,ENGLISH CORE,054,C2
1641001,030,ECONOMICS,051,C1
1641001,041,MATHEMATICS,009F,E
1641001,054,BUSINESS STUDIES,073,B2
1641001,055,ACCOUNTANCY,058,C1
1641001,500,WORK EXPERIENCE,---,A2
1641001,502,PHY & HEALTH EDUCA,---,B1
1641001,503,GENERAL STUDIES,---,B2
1641001,"",Result: COMP,"",""
1641002,301,ENGLISH CORE,072,B2
1641002,030,ECONOMICS,076,A2
1641002,041,MATHEMATICS,061,B2
1641002,054,BUSINESS STUDIES,086,A2
1641002,055,ACCOUNTANCY,069,B1
1641002,500,WORK EXPERIENCE,---,A1
1641002,502,PHY & HEALTH EDUCA,---,A2
1641002,503,GENERAL STUDIES,---,B2
1641002,"",Result: PASS,"",""
1641003,301,ENGLISH CORE,057,C2
1641003,030,ECONOMICS,072,B1
1641003,041,MATHEMATICS,033,D2
1641003,054,BUSINESS STUDIES,078,B1
1641003,055,ACCOUNTANCY,067,B2
1641003,500,WORK EXPERIENCE,---,B2
1641003,502,PHY & HEALTH EDUCA,---,A1
1641003,503,GENERAL STUDIES,---,B1
1641003,"",Result: PASS,"",""
1641004,301,ENGLISH CORE,051,D1
1641004,302,HINDI CORE,074,B2
1641004,030,ECONOMICS,080,A2
1641004,054,BUSINESS STUDIES,080,B1
1641004,055,ACCOUNTANCY,078,A2
1641004,500,WORK EXPERIENCE,---,A1
1641004,502,PHY & HEALTH EDUCA,---,B2
1641004,503,GENERAL STUDIES,---,B1
1641004,"",Result: PASS,"",""
1641005,301,ENGLISH CORE,070,B2
1641005,030,ECONOMICS,061,B2
1641005,041,MATHEMATICS,052,C1
1641005,054,BUSINESS STUDIES,088,A2
1641005,055,ACCOUNTANCY,076,B1
1641005,500,WORK EXPERIENCE,---,A1
1641005,502,PHY & HEALTH EDUCA,---,B1
1641005,503,GENERAL STUDIES,---,B2
1641005,"",Result: PASS,"",""
1641006,301,ENGLISH CORE,048,D1
1641006,302,HINDI CORE,074,B2
1641006,030,ECONOMICS,068,B1
1641006,054,BUSINESS STUDIES,038,D2
1641006,055,ACCOUNTANCY,045,D1
1641006,500,WORK EXPERIENCE,---,B1
1641006,502,PHY & HEALTH EDUCA,---,A1
1641006,503,GENERAL STUDIES,---,A2
1641006,"",Result: PASS,"",""
1641007,301,ENGLISH CORE,051,D1
1641007,030,ECONOMICS,044,C2
1641007,041,MATHEMATICS,010F,E
1641007,054,BUSINESS STUDIES,060,C1
1641007,055,ACCOUNTANCY,058,C1
1641007,500,WORK EXPERIENCE,---,A1
1641007,502,PHY & HEALTH EDUCA,---,A2
1641007,503,GENERAL STUDIES,---,A2
1641007,"",Result: COMP,"",""
1641008,301,ENGLISH CORE,055,C2
1641008,302,HINDI CORE,072,B2
1641008,030,ECONOMICS,048,C1
1641008,054,BUSINESS STUDIES,047,D1
1641008,055,ACCOUNTANCY,068,B2
1641008,500,WORK EXPERIENCE,---,A2
1641008,502,PHY & HEALTH EDUCA,---,A2
1641008,503,GENERAL STUDIES,---,B2
