5685000,301,ENGLISH CORE,083,A2,false
5685000,042,PHYSICS,078,A2,false
5685000,043,CHEMISTRY,067,C1,false
5685000,041,MATHEMATICS,039,D1,false
5685000,044,BIOLOGY,060,D1,false
5685000,500,WORK EXPERIENCE,---,A2,false
5685000,502,PHY & HEALTH EDUCA,---,A2,false
5685000,503,GENERAL STUDIES,---,A2,false
5685000,048,PHYSICAL EDUCATION,079,B1,true
5685000,"",Result: PASS,"","",true
5685001,301,ENGLISH CORE,094,A1,false
5685001,302,HINDI CORE,091,A1,false
5685001,042,PHYSICS,056,C2,false
5685001,043,CHEMISTRY,067,C1,false
5685001,044,BIOLOGY,056,D1,false
5685001,500,WORK EXPERIENCE,---,A2,false
5685001,502,PHY & HEALTH EDUCA,---,B1,false
5685001,503,GENERAL STUDIES,---,A2,false
5685001,048,PHYSICAL EDUCATION,087,A2,true
5685001,"",Result: PASS,"","",true
5685002,301,ENGLISH CORE,093,A1,false
5685002,042,PHYSICS,095,A1,false
5685002,043,CHEMISTRY,100,A1,false
5685002,041,MATHEMATICS,095,A1,false
5685002,044,BIOLOGY,099,A1,false
5685002,500,WORK EXPERIENCE,---,A1,false
5685002,502,PHY & HEALTH EDUCA,---,A1,false
5685002,503,GENERAL STUDIES,---,A1,false
5685002,048,PHYSICAL EDUCATION,078,B1,true
5685002,"",Result: PASS,"","",true
5685003,301,ENGLISH CORE,087,A2,false
5685003,302,HINDI CORE,081,A2,false
5685003,042,PHYSICS,079,A2,false
5685003,043,CHEMISTRY,084,A2,false
5685003,041,MATHEMATICS,048,C2,false
5685003,500,WORK EXPERIENCE,---,A1,false
5685003,502,PHY & HEALTH EDUCA,---,B2,false
5685003,503,GENERAL STUDIES,---,A1,false
5685003,048,PHYSICAL EDUCATION,070,C1,true
5685003,"",Result: PASS,"","",true
5685004,301,ENGLISH CORE,073,B2,false
5685004,302,HINDI CORE,062,C2,false
5685004,042,PHYSICS,065,B2,false
5685004,043,CHEMISTRY,078,B1,false
5685004,041,MATHEMATICS,072,B1,false
5685004,500,WORK EXPERIENCE,---,A2,false
5685004,502,PHY & HEALTH EDUCA,---,B1,false
5685004,503,GENERAL STUDIES,---,A1,false
5685004,048,PHYSICAL EDUCATION,065,C2,true
5685004,"",Result: PASS,"","",true
5685005,301,ENGLISH CORE,083,A2,false
5685005,302,HINDI CORE,092,A1,false
5685005,042,PHYSICS,075,B1,false
5685005,043,CHEMISTRY,090,A2,false
5685005,041,MATHEMATICS,048,C2,false
5685005,500,WORK EXPERIENCE,---,A2,false
5685005,502,PHY & HEALTH EDUCA,---,B1,false
5685005,503,GENERAL STUDIES,---,A1,false
5685005,048,PHYSICAL EDUCATION,079,B1,true
5685005,"",Result: PASS,"","",true
5685006,301,ENGLISH CORE,063,C1,false
5685006,302,HINDI CORE,062,C2,false
5685006,042,PHYSICS,032FT,E,false
5685006,043,CHEMISTRY,026FT,E,false
5685006,041,MATHEMATICS,007F,E,false
5685006,500,WORK EXPERIENCE,---,B1,false
5685006,502,PHY & HEALTH EDUCA,---,A2,false
5685006,503,GENERAL STUDIES,---,B2,false
